ReviewID,EmployeeID,ReviewYear,ReviewDate,PerformanceRating,PerformanceScore,GoalAchievementPct,ManagerFeedback,SalaryIncreaseRecommended_Pct,PromotionRecommended,Department,Region,JobGrade,ReviewerID,SourceSystem,LoadDate
PERF-EMP-07942-2024,EMP-07942,2024,2024-12-15,Needs Improvement,2,116.2,"Exceptional year, exceeded all targets.",0.062,No,Marketing,Middle East & Africa,G9,EMP-01210,Workday,2024-12-31
PERF-EMP-08948-2022,EMP-08948,2022,2022-12-15,Needs Improvement,2,96.8,"Strong contributor, consistently delivers.",0.042,No,Operations,North America,G8,EMP-06317,Workday,2024-12-31
PERF-EMP-08948-2023,EMP-08948,2023,2023-12-15,Meets Expectations,3,84.4,Meets expectations across all KPIs.,0.059,No,Operations,North America,G8,EMP-06317,Workday,2024-12-31
PERF-EMP-08948-2024,EMP-08948,2024,2024-12-15,Needs Improvement,2,86.3,Meets expectations across all KPIs.,0.018,No,Operations,North America,G8,EMP-06317,Workday,2024-12-31
PERF-EMP-09842-2022,EMP-09842,2022,2022-12-15,Meets Expectations,3,103.2,Needs to improve stakeholder communication.,0.012,No,Data & Analytics,Europe,G1,EMP-08684,Workday,2024-12-31
PERF-EMP-09842-2023,EMP-09842,2023,2023-12-15,Meets Expectations,3,119.8,"Exceptional year, exceeded all targets.",0.001,No,Data & Analytics,Europe,G1,EMP-08684,Workday,2024-12-31
PERF-EMP-09842-2024,EMP-09842,2024,2024-12-15,Exceeds Expectations,4,117.5,"Exceptional year, exceeded all targets.",0.119,Yes,Data & Analytics,Europe,G1,EMP-08684,Workday,2024-12-31
PERF-EMP-07261-2022,EMP-07261,2022,2022-12-15,Meets Expectations,3,101.7,Development needed in technical skills.,0.06,No,Retail Banking,Middle East & Africa,G3,EMP-02076,Workday,2024-12-31
PERF-EMP-07261-2024,EMP-07261,2024,2024-12-15,Meets Expectations,3,102.6,"Strong contributor, consistently delivers.",0.11,No,Retail Banking,Middle East & Africa,G3,EMP-02076,Workday,2024-12-31
PERF-EMP-01370-2022,EMP-01370,2022,2022-12-15,Meets Expectations,3,78.1,Development needed in technical skills.,0.094,No,Treasury,Asia Pacific,G6,EMP-01089,Workday,2024-12-31
PERF-EMP-01370-2023,EMP-01370,2023,2023-12-15,Meets Expectations,3,83.5,"Exceptional year, exceeded all targets.",0.071,No,Treasury,Asia Pacific,G6,EMP-01089,Workday,2024-12-31
PERF-EMP-01370-2024,EMP-01370,2024,2024-12-15,Exceptional,5,67.2,Needs to improve stakeholder communication.,0.03,No,Treasury,Asia Pacific,G6,EMP-01089,Workday,2024-12-31
PERF-EMP-07023-2022,EMP-07023,2022,2022-12-15,Exceeds Expectations,4,115.1,"Strong contributor, consistently delivers.",0.068,No,Retail Banking,Asia Pacific,G2,EMP-02414,Workday,2024-12-31
PERF-EMP-07023-2024,EMP-07023,2024,2024-12-15,Meets Expectations,3,63.6,"Strong contributor, consistently delivers.",0.014,No,Retail Banking,Asia Pacific,G2,EMP-02414,Workday,2024-12-31
PERF-EMP-09329-2022,EMP-09329,2022,2022-12-15,Meets Expectations,3,78.9,"Strong contributor, consistently delivers.",0.051,No,Credit Risk,North America,G1,EMP-06410,Workday,2024-12-31
PERF-EMP-09329-2024,EMP-09329,2024,2024-12-15,Exceptional,5,103.5,Needs to improve stakeholder communication.,0.027,No,Credit Risk,North America,G1,EMP-06410,Workday,2024-12-31
PERF-EMP-08069-2022,EMP-08069,2022,2022-12-15,Meets Expectations,3,86.2,"Exceptional year, exceeded all targets.",0.115,No,Credit Risk,Asia Pacific,G4,EMP-05987,Workday,2024-12-31
PERF-EMP-08069-2023,EMP-08069,2023,2023-12-15,Exceeds Expectations,4,99.1,"Strong contributor, consistently delivers.",0.022,No,Credit Risk,Asia Pacific,G4,EMP-05987,Workday,2024-12-31
PERF-EMP-08069-2024,EMP-08069,2024,2024-12-15,Exceeds Expectations,4,111.4,"Exceptional year, exceeded all targets.",0.018,No,Credit Risk,Asia Pacific,G4,EMP-05987,Workday,2024-12-31
PERF-EMP-03851-2022,EMP-03851,2022,2022-12-15,Needs Improvement,2,60.0,Development needed in technical skills.,0.019,No,Treasury,Europe,G6,EMP-03545,Workday,2024-12-31
PERF-EMP-03851-2023,EMP-03851,2023,2023-12-15,Exceptional,5,104.3,"Exceptional year, exceeded all targets.",0.025,Yes,Treasury,Europe,G6,EMP-03545,Workday,2024-12-31
PERF-EMP-03851-2024,EMP-03851,2024,2024-12-15,Exceeds Expectations,4,106.1,Needs to improve stakeholder communication.,0.075,No,Treasury,Europe,G6,EMP-03545,Workday,2024-12-31
PERF-EMP-02970-2022,EMP-02970,2022,2022-12-15,Meets Expectations,3,91.1,Meets expectations across all KPIs.,0.074,Yes,Risk & Compliance,Europe,G2,EMP-02506,Workday,2024-12-31
PERF-EMP-02970-2023,EMP-02970,2023,2023-12-15,Meets Expectations,3,84.7,"Strong contributor, consistently delivers.",0.043,No,Risk & Compliance,Europe,G2,EMP-02506,Workday,2024-12-31
PERF-EMP-02970-2024,EMP-02970,2024,2024-12-15,Meets Expectations,3,93.8,"Strong contributor, consistently delivers.",0.09,No,Risk & Compliance,Europe,G2,EMP-02506,Workday,2024-12-31
PERF-EMP-00314-2023,EMP-00314,2023,2023-12-15,Needs Improvement,2,92.1,Meets expectations across all KPIs.,0.005,No,Marketing,Asia Pacific,G6,EMP-00049,Workday,2024-12-31
PERF-EMP-00314-2024,EMP-00314,2024,2024-12-15,Unsatisfactory,1,74.0,"Exceptional year, exceeded all targets.",0.079,No,Marketing,Asia Pacific,G6,EMP-00049,Workday,2024-12-31
PERF-EMP-02626-2022,EMP-02626,2022,2022-12-15,Needs Improvement,2,61.5,Development needed in technical skills.,0.066,No,Marketing,North America,G6,EMP-01686,Workday,2024-12-31
PERF-EMP-02626-2023,EMP-02626,2023,2023-12-15,Meets Expectations,3,76.1,Needs to improve stakeholder communication.,0.031,No,Marketing,North America,G6,EMP-01686,Workday,2024-12-31
PERF-EMP-02626-2024,EMP-02626,2024,2024-12-15,Meets Expectations,3,66.1,Needs to improve stakeholder communication.,0.024,No,Marketing,North America,G6,EMP-01686,Workday,2024-12-31
PERF-EMP-06191-2022,EMP-06191,2022,2022-12-15,Meets Expectations,3,73.2,Development needed in technical skills.,0.013,No,Internal Audit,North America,G1,EMP-05778,Workday,2024-12-31
PERF-EMP-06191-2023,EMP-06191,2023,2023-12-15,Meets Expectations,3,76.6,Meets expectations across all KPIs.,0.104,No,Internal Audit,North America,G1,EMP-05778,Workday,2024-12-31
PERF-EMP-06191-2024,EMP-06191,2024,2024-12-15,Exceeds Expectations,4,103.0,Meets expectations across all KPIs.,0.112,No,Internal Audit,North America,G1,EMP-05778,Workday,2024-12-31
PERF-EMP-00382-2023,EMP-00382,2023,2023-12-15,Needs Improvement,2,98.1,"Strong contributor, consistently delivers.",0.061,Yes,Retail Banking,Asia Pacific,G6,EMP-00200,Workday,2024-12-31
PERF-EMP-00382-2024,EMP-00382,2024,2024-12-15,Meets Expectations,3,94.3,Development needed in technical skills.,0.003,No,Retail Banking,Asia Pacific,G6,EMP-00200,Workday,2024-12-31
PERF-EMP-09683-2022,EMP-09683,2022,2022-12-15,Exceeds Expectations,4,85.6,Development needed in technical skills.,0.112,No,Internal Audit,North America,G3,EMP-03947,Workday,2024-12-31
PERF-EMP-09683-2023,EMP-09683,2023,2023-12-15,Meets Expectations,3,68.4,Meets expectations across all KPIs.,0.053,No,Internal Audit,North America,G3,EMP-03947,Workday,2024-12-31
PERF-EMP-09683-2024,EMP-09683,2024,2024-12-15,Needs Improvement,2,93.4,Development needed in technical skills.,0.007,No,Internal Audit,North America,G3,EMP-03947,Workday,2024-12-31
PERF-EMP-09937-2023,EMP-09937,2023,2023-12-15,Exceeds Expectations,4,96.3,Meets expectations across all KPIs.,0.116,No,Legal,Europe,G3,EMP-05508,Workday,2024-12-31
PERF-EMP-09937-2024,EMP-09937,2024,2024-12-15,Needs Improvement,2,105.6,"Exceptional year, exceeded all targets.",0.097,No,Legal,Europe,G3,EMP-05508,Workday,2024-12-31
PERF-EMP-01527-2022,EMP-01527,2022,2022-12-15,Meets Expectations,3,119.3,"Strong contributor, consistently delivers.",0.055,No,Investment Banking,North America,G2,EMP-01211,Workday,2024-12-31
PERF-EMP-01527-2023,EMP-01527,2023,2023-12-15,Exceeds Expectations,4,86.4,"Strong contributor, consistently delivers.",0.018,No,Investment Banking,North America,G2,EMP-01211,Workday,2024-12-31
PERF-EMP-01527-2024,EMP-01527,2024,2024-12-15,Meets Expectations,3,85.5,"Exceptional year, exceeded all targets.",0.113,No,Investment Banking,North America,G2,EMP-01211,Workday,2024-12-31
PERF-EMP-09507-2022,EMP-09507,2022,2022-12-15,Needs Improvement,2,82.6,Meets expectations across all KPIs.,0.013,No,Risk & Compliance,North America,G4,EMP-08627,Workday,2024-12-31
PERF-EMP-09507-2023,EMP-09507,2023,2023-12-15,Meets Expectations,3,101.1,"Exceptional year, exceeded all targets.",0.02,No,Risk & Compliance,North America,G4,EMP-08627,Workday,2024-12-31
PERF-EMP-09507-2024,EMP-09507,2024,2024-12-15,Exceptional,5,97.6,Meets expectations across all KPIs.,0.046,No,Risk & Compliance,North America,G4,EMP-08627,Workday,2024-12-31
PERF-EMP-03290-2022,EMP-03290,2022,2022-12-15,Exceeds Expectations,4,67.4,"Exceptional year, exceeded all targets.",0.009,No,Human Resources,North America,G6,EMP-03139,Workday,2024-12-31
PERF-EMP-03290-2023,EMP-03290,2023,2023-12-15,Exceeds Expectations,4,71.1,"Strong contributor, consistently delivers.",0.054,No,Human Resources,North America,G6,EMP-03139,Workday,2024-12-31
PERF-EMP-03290-2024,EMP-03290,2024,2024-12-15,Exceeds Expectations,4,68.6,Development needed in technical skills.,0.119,No,Human Resources,North America,G6,EMP-03139,Workday,2024-12-31
PERF-EMP-02071-2023,EMP-02071,2023,2023-12-15,Meets Expectations,3,66.0,Meets expectations across all KPIs.,0.059,No,Data & Analytics,North America,G3,EMP-01219,Workday,2024-12-31
PERF-EMP-02071-2024,EMP-02071,2024,2024-12-15,Meets Expectations,3,99.3,"Strong contributor, consistently delivers.",0.082,No,Data & Analytics,North America,G3,EMP-01219,Workday,2024-12-31
PERF-EMP-00365-2022,EMP-00365,2022,2022-12-15,Meets Expectations,3,110.1,Development needed in technical skills.,0.096,No,Legal,North America,G1,EMP-00252,Workday,2024-12-31
PERF-EMP-05342-2022,EMP-05342,2022,2022-12-15,Exceptional,5,119.2,"Strong contributor, consistently delivers.",0.086,No,Operations,North America,G2,EMP-02070,Workday,2024-12-31
PERF-EMP-05342-2023,EMP-05342,2023,2023-12-15,Needs Improvement,2,90.2,"Strong contributor, consistently delivers.",0.002,No,Operations,North America,G2,EMP-02070,Workday,2024-12-31
PERF-EMP-02953-2022,EMP-02953,2022,2022-12-15,Needs Improvement,2,102.8,Meets expectations across all KPIs.,0.113,No,Finance,Asia Pacific,G5,EMP-01685,Workday,2024-12-31
PERF-EMP-02953-2023,EMP-02953,2023,2023-12-15,Exceptional,5,78.2,Needs to improve stakeholder communication.,0.097,Yes,Finance,Asia Pacific,G5,EMP-01685,Workday,2024-12-31
PERF-EMP-02953-2024,EMP-02953,2024,2024-12-15,Unsatisfactory,1,79.7,Needs to improve stakeholder communication.,0.087,No,Finance,Asia Pacific,G5,EMP-01685,Workday,2024-12-31
PERF-EMP-07063-2022,EMP-07063,2022,2022-12-15,Unsatisfactory,1,104.4,Development needed in technical skills.,0.036,No,Data & Analytics,Middle East & Africa,G4,EMP-04265,Workday,2024-12-31
PERF-EMP-07063-2023,EMP-07063,2023,2023-12-15,Exceptional,5,72.6,Needs to improve stakeholder communication.,0.108,No,Data & Analytics,Middle East & Africa,G4,EMP-04265,Workday,2024-12-31
PERF-EMP-07063-2024,EMP-07063,2024,2024-12-15,Needs Improvement,2,90.6,Development needed in technical skills.,0.04,No,Data & Analytics,Middle East & Africa,G4,EMP-04265,Workday,2024-12-31
PERF-EMP-00810-2022,EMP-00810,2022,2022-12-15,Needs Improvement,2,108.4,"Exceptional year, exceeded all targets.",0.002,No,Data & Analytics,North America,G3,EMP-00704,Workday,2024-12-31
PERF-EMP-00810-2023,EMP-00810,2023,2023-12-15,Meets Expectations,3,78.8,Needs to improve stakeholder communication.,0.061,No,Data & Analytics,North America,G3,EMP-00704,Workday,2024-12-31
PERF-EMP-00810-2024,EMP-00810,2024,2024-12-15,Needs Improvement,2,64.0,Development needed in technical skills.,0.066,Yes,Data & Analytics,North America,G3,EMP-00704,Workday,2024-12-31
PERF-EMP-01896-2023,EMP-01896,2023,2023-12-15,Needs Improvement,2,83.0,Development needed in technical skills.,0.107,No,Legal,Asia Pacific,G4,EMP-00321,Workday,2024-12-31
PERF-EMP-01896-2024,EMP-01896,2024,2024-12-15,Meets Expectations,3,87.9,Needs to improve stakeholder communication.,0.064,No,Legal,Asia Pacific,G4,EMP-00321,Workday,2024-12-31
PERF-EMP-06263-2022,EMP-06263,2022,2022-12-15,Meets Expectations,3,114.3,Meets expectations across all KPIs.,0.019,No,Treasury,Asia Pacific,G8,EMP-05728,Workday,2024-12-31
PERF-EMP-06263-2023,EMP-06263,2023,2023-12-15,Unsatisfactory,1,117.8,"Strong contributor, consistently delivers.",0.075,No,Treasury,Asia Pacific,G8,EMP-05728,Workday,2024-12-31
PERF-EMP-06263-2024,EMP-06263,2024,2024-12-15,Exceeds Expectations,4,107.1,Development needed in technical skills.,0.027,No,Treasury,Asia Pacific,G8,EMP-05728,Workday,2024-12-31
PERF-EMP-05892-2023,EMP-05892,2023,2023-12-15,Unsatisfactory,1,83.7,"Strong contributor, consistently delivers.",0.094,No,Human Resources,North America,G4,EMP-04228,Workday,2024-12-31
PERF-EMP-05892-2024,EMP-05892,2024,2024-12-15,Exceeds Expectations,4,83.2,"Exceptional year, exceeded all targets.",0.09,No,Human Resources,North America,G4,EMP-04228,Workday,2024-12-31
PERF-EMP-00409-2022,EMP-00409,2022,2022-12-15,Meets Expectations,3,96.5,Development needed in technical skills.,0.0,Yes,Operations,North America,G1,EMP-00155,Workday,2024-12-31
PERF-EMP-00409-2023,EMP-00409,2023,2023-12-15,Meets Expectations,3,99.8,Needs to improve stakeholder communication.,0.11,No,Operations,North America,G1,EMP-00155,Workday,2024-12-31
PERF-EMP-00409-2024,EMP-00409,2024,2024-12-15,Exceeds Expectations,4,72.8,Development needed in technical skills.,0.078,Yes,Operations,North America,G1,EMP-00155,Workday,2024-12-31
PERF-EMP-02649-2022,EMP-02649,2022,2022-12-15,Meets Expectations,3,106.3,Development needed in technical skills.,0.09,No,Retail Banking,Asia Pacific,G5,EMP-01289,Workday,2024-12-31
PERF-EMP-02649-2024,EMP-02649,2024,2024-12-15,Needs Improvement,2,119.1,Needs to improve stakeholder communication.,0.054,No,Retail Banking,Asia Pacific,G5,EMP-01289,Workday,2024-12-31
PERF-EMP-04560-2022,EMP-04560,2022,2022-12-15,Meets Expectations,3,72.1,Needs to improve stakeholder communication.,0.102,No,Finance,Asia Pacific,G5,EMP-01328,Workday,2024-12-31
PERF-EMP-04560-2023,EMP-04560,2023,2023-12-15,Exceeds Expectations,4,105.4,"Exceptional year, exceeded all targets.",0.046,No,Finance,Asia Pacific,G5,EMP-01328,Workday,2024-12-31
PERF-EMP-04560-2024,EMP-04560,2024,2024-12-15,Exceptional,5,105.3,Needs to improve stakeholder communication.,0.051,No,Finance,Asia Pacific,G5,EMP-01328,Workday,2024-12-31
PERF-EMP-05002-2024,EMP-05002,2024,2024-12-15,Unsatisfactory,1,70.0,Needs to improve stakeholder communication.,0.062,No,Risk & Compliance,Europe,G4,EMP-04854,Workday,2024-12-31
PERF-EMP-06353-2022,EMP-06353,2022,2022-12-15,Needs Improvement,2,68.2,Needs to improve stakeholder communication.,0.1,No,Risk & Compliance,North America,G4,EMP-02343,Workday,2024-12-31
PERF-EMP-06353-2023,EMP-06353,2023,2023-12-15,Exceptional,5,92.4,"Strong contributor, consistently delivers.",0.09,No,Risk & Compliance,North America,G4,EMP-02343,Workday,2024-12-31
PERF-EMP-09459-2022,EMP-09459,2022,2022-12-15,Exceeds Expectations,4,119.4,Meets expectations across all KPIs.,0.046,No,Operations,North America,G8,EMP-07406,Workday,2024-12-31
PERF-EMP-09459-2023,EMP-09459,2023,2023-12-15,Exceeds Expectations,4,94.3,Development needed in technical skills.,0.093,No,Operations,North America,G8,EMP-07406,Workday,2024-12-31
PERF-EMP-09459-2024,EMP-09459,2024,2024-12-15,Needs Improvement,2,90.8,Development needed in technical skills.,0.023,Yes,Operations,North America,G8,EMP-07406,Workday,2024-12-31
PERF-EMP-09902-2022,EMP-09902,2022,2022-12-15,Needs Improvement,2,77.2,"Strong contributor, consistently delivers.",0.072,No,Marketing,Europe,G8,EMP-08510,Workday,2024-12-31
PERF-EMP-09902-2023,EMP-09902,2023,2023-12-15,Needs Improvement,2,111.7,Meets expectations across all KPIs.,0.049,No,Marketing,Europe,G8,EMP-08510,Workday,2024-12-31
PERF-EMP-09902-2024,EMP-09902,2024,2024-12-15,Needs Improvement,2,118.1,Needs to improve stakeholder communication.,0.09,No,Marketing,Europe,G8,EMP-08510,Workday,2024-12-31
PERF-EMP-07795-2022,EMP-07795,2022,2022-12-15,Exceeds Expectations,4,61.3,Development needed in technical skills.,0.03,No,Marketing,Latin America,G1,EMP-05858,Workday,2024-12-31
PERF-EMP-07795-2023,EMP-07795,2023,2023-12-15,Needs Improvement,2,65.0,Meets expectations across all KPIs.,0.076,No,Marketing,Latin America,G1,EMP-05858,Workday,2024-12-31
PERF-EMP-00534-2022,EMP-00534,2022,2022-12-15,Meets Expectations,3,67.8,Meets expectations across all KPIs.,0.077,No,Technology,Middle East & Africa,G4,EMP-00286,Workday,2024-12-31
PERF-EMP-00534-2023,EMP-00534,2023,2023-12-15,Exceeds Expectations,4,100.6,Needs to improve stakeholder communication.,0.033,No,Technology,Middle East & Africa,G4,EMP-00286,Workday,2024-12-31
PERF-EMP-00534-2024,EMP-00534,2024,2024-12-15,Exceeds Expectations,4,94.7,Meets expectations across all KPIs.,0.105,Yes,Technology,Middle East & Africa,G4,EMP-00286,Workday,2024-12-31
PERF-EMP-08237-2022,EMP-08237,2022,2022-12-15,Exceptional,5,74.4,"Exceptional year, exceeded all targets.",0.028,No,Retail Banking,Asia Pacific,G1,EMP-01887,Workday,2024-12-31
PERF-EMP-08237-2023,EMP-08237,2023,2023-12-15,Exceeds Expectations,4,104.3,Development needed in technical skills.,0.042,No,Retail Banking,Asia Pacific,G1,EMP-01887,Workday,2024-12-31
PERF-EMP-08594-2022,EMP-08594,2022,2022-12-15,Exceptional,5,118.7,Meets expectations across all KPIs.,0.033,Yes,Marketing,Europe,G8,EMP-05445,Workday,2024-12-31
PERF-EMP-08594-2023,EMP-08594,2023,2023-12-15,Meets Expectations,3,97.3,Development needed in technical skills.,0.016,No,Marketing,Europe,G8,EMP-05445,Workday,2024-12-31
PERF-EMP-02088-2022,EMP-02088,2022,2022-12-15,Unsatisfactory,1,66.5,Development needed in technical skills.,0.112,No,Treasury,Europe,G7,EMP-01142,Workday,2024-12-31
PERF-EMP-02088-2023,EMP-02088,2023,2023-12-15,Meets Expectations,3,75.2,"Strong contributor, consistently delivers.",0.114,No,Treasury,Europe,G7,EMP-01142,Workday,2024-12-31
PERF-EMP-02088-2024,EMP-02088,2024,2024-12-15,Meets Expectations,3,97.5,Development needed in technical skills.,0.077,No,Treasury,Europe,G7,EMP-01142,Workday,2024-12-31
PERF-EMP-04937-2022,EMP-04937,2022,2022-12-15,Exceeds Expectations,4,115.8,"Exceptional year, exceeded all targets.",0.069,No,Credit Risk,Middle East & Africa,G2,EMP-03208,Workday,2024-12-31
PERF-EMP-04937-2023,EMP-04937,2023,2023-12-15,Unsatisfactory,1,102.8,Needs to improve stakeholder communication.,0.0,Yes,Credit Risk,Middle East & Africa,G2,EMP-03208,Workday,2024-12-31
PERF-EMP-02001-2022,EMP-02001,2022,2022-12-15,Exceeds Expectations,4,60.6,Development needed in technical skills.,0.02,No,Technology,North America,G3,EMP-01117,Workday,2024-12-31
PERF-EMP-02001-2023,EMP-02001,2023,2023-12-15,Meets Expectations,3,92.1,"Strong contributor, consistently delivers.",0.079,No,Technology,North America,G3,EMP-01117,Workday,2024-12-31
PERF-EMP-02001-2024,EMP-02001,2024,2024-12-15,Needs Improvement,2,106.4,"Exceptional year, exceeded all targets.",0.084,No,Technology,North America,G3,EMP-01117,Workday,2024-12-31
PERF-EMP-09382-2022,EMP-09382,2022,2022-12-15,Exceptional,5,105.6,Development needed in technical skills.,0.064,No,Retail Banking,Asia Pacific,G7,EMP-04945,Workday,2024-12-31
PERF-EMP-09382-2024,EMP-09382,2024,2024-12-15,Meets Expectations,3,109.1,"Exceptional year, exceeded all targets.",0.099,No,Retail Banking,Asia Pacific,G7,EMP-04945,Workday,2024-12-31
PERF-EMP-05470-2022,EMP-05470,2022,2022-12-15,Needs Improvement,2,86.3,"Strong contributor, consistently delivers.",0.097,No,Investment Banking,North America,G1,EMP-00311,Workday,2024-12-31
PERF-EMP-05470-2023,EMP-05470,2023,2023-12-15,Meets Expectations,3,115.8,"Strong contributor, consistently delivers.",0.049,No,Investment Banking,North America,G1,EMP-00311,Workday,2024-12-31
PERF-EMP-05470-2024,EMP-05470,2024,2024-12-15,Needs Improvement,2,104.5,Development needed in technical skills.,0.094,No,Investment Banking,North America,G1,EMP-00311,Workday,2024-12-31
PERF-EMP-05413-2022,EMP-05413,2022,2022-12-15,Needs Improvement,2,66.6,"Exceptional year, exceeded all targets.",0.107,Yes,Internal Audit,North America,G10,,Workday,2024-12-31
PERF-EMP-05413-2023,EMP-05413,2023,2023-12-15,Exceeds Expectations,4,108.6,Development needed in technical skills.,0.061,No,Internal Audit,North America,G10,,Workday,2024-12-31
PERF-EMP-00963-2022,EMP-00963,2022,2022-12-15,Exceeds Expectations,4,93.7,Development needed in technical skills.,0.008,Yes,Data & Analytics,Latin America,G4,EMP-00845,Workday,2024-12-31
PERF-EMP-00963-2023,EMP-00963,2023,2023-12-15,Meets Expectations,3,110.6,Needs to improve stakeholder communication.,0.094,No,Data & Analytics,Latin America,G4,EMP-00845,Workday,2024-12-31
PERF-EMP-00963-2024,EMP-00963,2024,2024-12-15,Meets Expectations,3,109.0,Meets expectations across all KPIs.,0.097,Yes,Data & Analytics,Latin America,G4,EMP-00845,Workday,2024-12-31
PERF-EMP-06068-2022,EMP-06068,2022,2022-12-15,Meets Expectations,3,83.7,"Strong contributor, consistently delivers.",0.035,No,Marketing,Middle East & Africa,G7,EMP-01142,Workday,2024-12-31
PERF-EMP-06068-2023,EMP-06068,2023,2023-12-15,Exceeds Expectations,4,92.3,"Exceptional year, exceeded all targets.",0.109,No,Marketing,Middle East & Africa,G7,EMP-01142,Workday,2024-12-31
PERF-EMP-06068-2024,EMP-06068,2024,2024-12-15,Exceeds Expectations,4,76.0,"Strong contributor, consistently delivers.",0.094,No,Marketing,Middle East & Africa,G7,EMP-01142,Workday,2024-12-31
PERF-EMP-00069-2022,EMP-00069,2022,2022-12-15,Meets Expectations,3,90.2,"Exceptional year, exceeded all targets.",0.041,No,Data & Analytics,Europe,G6,EMP-00049,Workday,2024-12-31
PERF-EMP-00069-2024,EMP-00069,2024,2024-12-15,Exceeds Expectations,4,78.1,Development needed in technical skills.,0.019,Yes,Data & Analytics,Europe,G6,EMP-00049,Workday,2024-12-31
PERF-EMP-03813-2022,EMP-03813,2022,2022-12-15,Meets Expectations,3,113.4,"Exceptional year, exceeded all targets.",0.106,No,Credit Risk,Asia Pacific,G3,EMP-00303,Workday,2024-12-31
PERF-EMP-03813-2023,EMP-03813,2023,2023-12-15,Exceptional,5,103.4,"Strong contributor, consistently delivers.",0.119,No,Credit Risk,Asia Pacific,G3,EMP-00303,Workday,2024-12-31
PERF-EMP-03813-2024,EMP-03813,2024,2024-12-15,Exceeds Expectations,4,106.8,Meets expectations across all KPIs.,0.006,Yes,Credit Risk,Asia Pacific,G3,EMP-00303,Workday,2024-12-31
PERF-EMP-00931-2022,EMP-00931,2022,2022-12-15,Exceeds Expectations,4,97.6,Development needed in technical skills.,0.001,No,Human Resources,Middle East & Africa,G1,EMP-00261,Workday,2024-12-31
PERF-EMP-00931-2023,EMP-00931,2023,2023-12-15,Meets Expectations,3,91.4,Needs to improve stakeholder communication.,0.068,No,Human Resources,Middle East & Africa,G1,EMP-00261,Workday,2024-12-31
PERF-EMP-00931-2024,EMP-00931,2024,2024-12-15,Meets Expectations,3,117.8,"Exceptional year, exceeded all targets.",0.017,No,Human Resources,Middle East & Africa,G1,EMP-00261,Workday,2024-12-31
PERF-EMP-05488-2022,EMP-05488,2022,2022-12-15,Meets Expectations,3,99.0,"Strong contributor, consistently delivers.",0.106,No,Retail Banking,Europe,G2,EMP-05045,Workday,2024-12-31
PERF-EMP-05488-2023,EMP-05488,2023,2023-12-15,Needs Improvement,2,92.8,Meets expectations across all KPIs.,0.005,No,Retail Banking,Europe,G2,EMP-05045,Workday,2024-12-31
PERF-EMP-05488-2024,EMP-05488,2024,2024-12-15,Needs Improvement,2,84.5,Needs to improve stakeholder communication.,0.086,No,Retail Banking,Europe,G2,EMP-05045,Workday,2024-12-31
PERF-EMP-08600-2022,EMP-08600,2022,2022-12-15,Needs Improvement,2,113.3,Meets expectations across all KPIs.,0.105,No,Data & Analytics,North America,G7,EMP-03123,Workday,2024-12-31
PERF-EMP-08600-2023,EMP-08600,2023,2023-12-15,Meets Expectations,3,78.9,Needs to improve stakeholder communication.,0.018,No,Data & Analytics,North America,G7,EMP-03123,Workday,2024-12-31
PERF-EMP-08600-2024,EMP-08600,2024,2024-12-15,Exceptional,5,86.8,Development needed in technical skills.,0.031,No,Data & Analytics,North America,G7,EMP-03123,Workday,2024-12-31
PERF-EMP-00537-2022,EMP-00537,2022,2022-12-15,Exceeds Expectations,4,87.1,"Exceptional year, exceeded all targets.",0.09,Yes,Operations,Europe,G6,EMP-00051,Workday,2024-12-31
PERF-EMP-00537-2023,EMP-00537,2023,2023-12-15,Meets Expectations,3,60.9,Needs to improve stakeholder communication.,0.075,No,Operations,Europe,G6,EMP-00051,Workday,2024-12-31
PERF-EMP-00537-2024,EMP-00537,2024,2024-12-15,Meets Expectations,3,75.0,Meets expectations across all KPIs.,0.049,No,Operations,Europe,G6,EMP-00051,Workday,2024-12-31
PERF-EMP-00509-2022,EMP-00509,2022,2022-12-15,Needs Improvement,2,89.3,Development needed in technical skills.,0.111,No,Finance,Middle East & Africa,G2,EMP-00246,Workday,2024-12-31
PERF-EMP-00509-2023,EMP-00509,2023,2023-12-15,Meets Expectations,3,115.3,Development needed in technical skills.,0.116,No,Finance,Middle East & Africa,G2,EMP-00246,Workday,2024-12-31
PERF-EMP-00509-2024,EMP-00509,2024,2024-12-15,Meets Expectations,3,72.7,Development needed in technical skills.,0.108,No,Finance,Middle East & Africa,G2,EMP-00246,Workday,2024-12-31
PERF-EMP-05306-2022,EMP-05306,2022,2022-12-15,Exceeds Expectations,4,108.5,Development needed in technical skills.,0.063,No,Investment Banking,Europe,G1,EMP-00472,Workday,2024-12-31
PERF-EMP-05306-2023,EMP-05306,2023,2023-12-15,Needs Improvement,2,75.8,Development needed in technical skills.,0.061,No,Investment Banking,Europe,G1,EMP-00472,Workday,2024-12-31
PERF-EMP-05306-2024,EMP-05306,2024,2024-12-15,Meets Expectations,3,78.9,"Strong contributor, consistently delivers.",0.103,Yes,Investment Banking,Europe,G1,EMP-00472,Workday,2024-12-31
PERF-EMP-03888-2022,EMP-03888,2022,2022-12-15,Meets Expectations,3,86.0,Development needed in technical skills.,0.077,No,Retail Banking,North America,G1,EMP-00502,Workday,2024-12-31
